"company","year","region","country","icb_sector","rank","rd_million","rd_growth_1y_percent","rd_intensity_percent","sales_million","sales_growth_1y_percent","employees","employees_growth_1y_percent","capex_million","capex_growth_1y_percent","capex_intensity_percent","profit_million","profit_growth_1y_percent","profitability_percent","patents_2010_2019","performance group","Summary Innovation Index","New doctorate graduates","Population with tertiary education","Population involved in lifelong learning","International scientific co-publications","Scientific publications among the top 10% most cited","Foreign doctorate students as a % of all doctorate students","Individuals with above basic overall digital skills","R&D expenditure in the public sector","Venture capital expenditures","Direct and indirect government support of business R&D","R&D expenditure in the business sector","Employed ICT specialists","SMEs introducing product innovations","SMEs introducing business process innovations","Innovative SMEs collaborating with others","Public-private co-publications","Job-to-job mobility of HRST","PCT patent applications","Trademark applications","Design applications","Employment in knowledge-intensive activities","Employment in innovative enterprises","Exports of medium and high technology products","Knowledge-intensive services exports","Sales of new-to-market and new-to-firm innovations","Resource productivity","Air emissions by fine particulates","Environment-related technologies","Broadband penetration","Non-R&D innovation expenditures","Innovation expenditures per person employed","Enterprises providing ICT training","Human resources","Attractive research systems","Digitalisation","Firm investments","Use of information technologies","Innovators","Linkages","Intellectual assets","Employment impacts","Sales impacts","Environmental sustainability","Finance and support"
"SAGE",2017,"EU","UK","Software & Computer Services",155,201.7,24.3,9.8,2066.2,16.9,13795,0.4,33.8,30.4,1.6,420.2,24.3,20.3,255,"Leader",126.4,158.9,134.1,136.7,156.7,143,262.2,NA,67.2,126.7,207.7,78.9,125.8,132.8,98.1,328.6,210.3,250,94.3,100.5,66.4,145.8,141.4,93.3,112.5,162.9,197.4,85.2,101,39.1,89.5,83.7,140.1,145.2,175.1,39,83.9,132.9,115,270.7,86.7,143.3,117.5,117.8,125.3
"SAGE",2018,"EU","UK","Software & Computer Services",150,212.885043,7.26256958751323,10.4008667152341,2046.800991,0.654307513757413,13660,-0.978615440376951,22.175525,-33.3333343354391,1.08342360090249,474.556242,14.7453081307802,23.1852654013103,255,"Leader",127.7,162.8,134.7,135.7,165.6,146.8,263.5,NA,63.9,139.7,207.7,80.5,122.6,132.8,98.1,328.6,222.1,250,92.2,98.4,66.3,145.8,141.4,89.4,113.2,162.9,218.4,87.1,97.6,39.1,89.5,83.7,148.4,146.7,179.3,39,84.5,135.3,115,272.8,85.4,143.3,116.2,122.6,128.2
"SAGE",2019,"RoW","UK","Software & Computer Services",140,256.963711,14.5833336863474,11.363636357606,2261.280658,4.87540627451089,12755,-6.62518301610542,31.536455,35.000000214038,1.39462807893526,413.477971,-17.2897195971911,18.2851239423638,255,"Leader",128.5,169.3,140.1,138.7,175.5,148.9,256.7,NA,63.9,150.5,207.7,82.7,129,132.8,98.1,328.6,231,261.8,90,93.5,66.6,150.6,141.4,82.2,113.8,162.9,224.2,89.5,92.5,39.1,89.5,83.7,134.4,152,181.1,39,85.4,131.6,115,279.7,83.3,145.7,113.5,123.7,131.6
"L'AIR LIQUIDE",2017,"EU","France","Chemicals",143,219.1,-18.7,1.1,20548.6,10.1,65200,-2.2,2182.5,-3.4,10.6,3134.7,21.4,15.3,2677,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"L'AIR LIQUIDE",2018,"EU","France","Chemicals",143,223.3,1.91693290734825,1.06277158263965,21011.1,2.25076160906339,66000,1.22699386503067,2249.2,3.05612829324169,10.7048179295706,3289.3,9.88875154511744,15.6550585166888,2677,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"L'AIR LIQUIDE",2019,"EU","France","Chemicals",147,241.3,8.06090461262876,1.10081614591174,21920.1,4.32628467809872,67200,1.81818181818181,2636.4,17.2150097812556,12.027317393625,3604.8,9.59170644210015,16.4451804508191,2677,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"INDRA SISTEMAS",2017,"EU","Spain","Software & Computer Services",154,201.7,23.5,6.7,3011.1,11.1,40020,16.7,13.9,53.3,0.5,195.6,21.7,6.5,18,"Moderate",89.5,111.6,142.5,135.7,90.9,91.5,89.4,151.7,73.8,104.9,105.5,45.1,87.1,25.4,70.9,64.7,101.2,85.3,64.6,116.1,64.2,80.7,61.7,72.5,29.8,123.5,168.3,97.3,125.1,149.5,62.2,53.3,106.4,127.7,90.9,150.5,53.4,96.5,48.9,80.8,77.4,70.8,70.6,123.3,92.5
"INDRA SISTEMAS",2018,"EU","Spain","Software & Computer Services",152,210.045,4.1461104803082,6.76749142565329,3103.735,3.07785400418923,43707,9.21289355322339,24.683,78.0494842386208,0.795267637217739,170.062,-13.0691257431158,5.47926933195005,18,"Moderate",90.3,134.8,142.5,135.7,94.3,89.9,89.4,151.7,70.5,105.9,105.5,45.1,87.1,25.4,70.9,64.7,103.9,85.3,64.9,117.6,65.9,80.7,61.7,68.2,31,123.5,168,95.4,124.5,149.5,62.2,53.3,112.7,137.5,90.7,150.5,53.4,99.6,48.9,81.5,78.6,70.8,69.3,122.1,91.6
"INDRA SISTEMAS",2019,"EU","Spain","Software & Computer Services",158,225.315,7.26987074198386,7.03243725926118,3203.939,3.22849727827923,50349,15.1966504221292,30.816,24.8470607300571,0.961816064538058,202.223,18.9113382178264,6.31169944246754,18,"Moderate",92.2,169.5,142.5,135.7,100,89,105,151.7,68.9,110,105.5,46.6,87.1,25.4,70.9,64.7,110.2,123.5,62.7,117.4,63.6,80.7,61.7,66.8,28.7,123.5,180.3,93.4,108,149.5,62.2,53.3,111.5,152,95.3,150.5,54,99,48.9,98.9,76.8,70.8,67.9,119.3,92.1
"VOITH",2017,"EU","Germany","General Industrials",184,156.4,15.3,3.7,4223.2,-0.7,18951,-46.9,79.8,-27.5,1.9,180.7,-23.6,4.3,3037,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"VOITH",2018,"EU","Germany","General Industrials",177,169.976,8.64696256903252,4.03833922895318,4209.057,-0.33602099616219,19535,3.08163157617012,73.628,-7.68574939191052,1.74927543152777,169.773,-6.02207559285255,4.03351629593042,3037,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"VOITH",2019,"EU","Germany","General Industrials",204,150.229,-11.617522473761,3.51290427429972,4276.49,1.6020928203158,20458,4.72485282825696,95.598,29.8391916118868,2.23543139350262,157.621,-7.15779305307674,3.68575630949681,3037,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"LLOYDS BANKING",2017,"EU","UK","Banks",39,957.6,83.6,4.6,21037.3,4.5,75944,-5.6,3057.6,-8.1,14.5,5942.9,24.5,28.2,0,"Leader",126.4,158.9,134.1,136.7,156.7,143,262.2,NA,67.2,126.7,207.7,78.9,125.8,132.8,98.1,328.6,210.3,250,94.3,100.5,66.4,145.8,141.4,93.3,112.5,162.9,197.4,85.2,101,39.1,89.5,83.7,140.1,145.2,175.1,39,83.9,132.9,115,270.7,86.7,143.3,117.5,117.8,125.3
"LLOYDS BANKING",2018,"EU","UK","Banks",37,1159.779976,23.0588234684948,5.61580585840192,20652.066778,-0.251700312968439,72626,-4.36900874328453,2.601189,-99.9135593261974,0.0125952962866214,6608.30656,12.9857819925957,31.9982819687549,0,"Leader",127.7,162.8,134.7,135.7,165.6,146.8,263.5,NA,63.9,139.7,207.7,80.5,122.6,132.8,98.1,328.6,222.1,250,92.2,98.4,66.3,145.8,141.4,89.4,113.2,162.9,218.4,87.1,97.6,39.1,89.5,83.7,148.4,146.7,179.3,39,84.5,135.3,115,272.8,85.4,143.3,116.2,122.6,128.2
"LLOYDS BANKING",2019,"RoW","UK","Banks",37,1206.561425,-1.2428298045972,5.62666811627627,21443.621697,-1.43348008609678,70083,-3.50150083991959,2957.418712,7.92838876211006,13.7916008489077,5131.098105,-26.2919463136104,23.9283185345405,0,"Leader",128.5,169.3,140.1,138.7,175.5,148.9,256.7,NA,63.9,150.5,207.7,82.7,129,132.8,98.1,328.6,231,261.8,90,93.5,66.6,150.6,141.4,82.2,113.8,162.9,224.2,89.5,92.5,39.1,89.5,83.7,134.4,152,181.1,39,85.4,131.6,115,279.7,83.3,145.7,113.5,123.7,131.6
"KNORR-BREMSE",2017,"EU","Germany","Industrial Engineering",87,358.8,9.2,5.8,6224.1,13.3,26910,23.6,248.6,-14.9,4,NA,NA,NA,1917,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"KNORR-BREMSE",2018,"EU","Germany","Industrial Engineering",90,363.637,1.34047883799158,5.42881886982477,6698.271,7.61891143489022,28500,5.90858416945375,230.033,-7.48388238464293,3.43421459060107,972.472,7.5706474667351,14.5182540389901,1917,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"KNORR-BREMSE",2019,"EU","Germany","Industrial Engineering",89,396.891,9.14483399654051,5.72175136559634,6936.53,3.55702240175113,28905,1.42105263157895,220.262,-4.24765142392612,3.17539173044736,1018.733,4.75705213106392,14.686493102459,1917,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"LEGRAND",2017,"EU","France","Electronic & Electrical Equipment",119,256.3,4.5,4.6,5520.8,10,37356,4,144.6,14.5,2.6,1025.6,9.8,18.6,543,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"LEGRAND",2018,"EU","France","Electronic & Electrical Equipment",117,281.7,9.91026141240732,4.69719202294404,5997.2,8.62918417620635,34384,-7.95588392761538,150.6,4.149377593361,2.51117188021076,1139,11.0569422776911,18.9921963583005,543,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"LEGRAND",2019,"EU","France","Electronic & Electrical Equipment",111,320.1,13.6315228966986,4.83366806094559,6622.3,10.423197492163,34955,1.66065611912518,166.9,10.8233731739708,2.5202724129079,1237.4,8.63915715539949,18.6853510109781,543,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"B BRAUN MELSUNGEN",2017,"EU","Germany","Health Care Equipment & Services",94,327,8.5,4.8,6788.9,4.9,59851,5.3,694.4,7.5,10.2,546.4,-6.1,8,232,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"B BRAUN MELSUNGEN",2018,"EU","Germany","Health Care Equipment & Services",99,332.586,1.70576866621002,4.81443592513657,6908.099,1.75627217969181,62855,5.01913084158996,749.977,7.99769021856522,10.8564888835554,495.743,-9.26988449705616,7.17625789670936,232,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"B BRAUN MELSUNGEN",2019,"EU","Germany","Health Care Equipment & Services",99,369.987,11.245512438888,4.95205439848896,7471.384,8.15397984307984,64210,2.15575530984011,714.32,-4.75441246864903,9.5607453719418,434.752,-12.3029472932548,5.818895133753,232,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"ATLAS COPCO",2017,"EU","Sweden","Industrial Engineering",96,319.6,2.3,2.6,12081.1,14.1,47599,6.5,177,27.2,1.5,2461.8,22.9,20.4,698,"Leader",136.9,169.5,147.3,274.3,264.6,134.9,197.7,141.1,136.1,88.7,91.6,165.4,200,124.1,96.7,147.5,424.9,120.6,133.2,119,106.6,173.5,120.4,86.7,104.1,50.1,63.8,99.6,87.4,199.7,119.1,191.6,175.2,189.6,179.3,170.4,158.1,187.8,110.1,192.4,120.9,145.7,83.4,86.9,108.4
"ATLAS COPCO",2018,"EU","Sweden","Industrial Engineering",101,326.284501,6.35727914816986,3.00480445008752,10858.75991,-6.36535631522718,36862,-22.5571965797601,195.029588,14.8105626717854,1.79605764945953,2357.322635,-0.247586050836091,21.7089488536265,698,"Leader",137.3,157.9,147.3,274.3,272.9,132.7,210.2,141.1,136.1,95.1,87.4,166.9,200,124.1,96.7,147.5,419.7,120.6,133.2,124.9,106,173.5,120.4,85.6,100.9,50.1,71,102.7,95.6,199.7,119.1,191.6,175.2,184.6,182.9,170.4,158.7,187.8,110.1,191.3,122.2,145.7,81.8,92.7,109.4
"ATLAS COPCO",2019,"EU","Sweden","Industrial Engineering",104,343.261947,7.17274354885,3.4561856595908,9931.814457,-6.82412105093113,38774,5.18691335250394,159.091287,-16.8999999749276,1.60183506940035,2105.135737,-9.02622650065692,21.1958826467634,698,"Leader",138.4,146.3,147.3,274.3,284.9,137.4,213,141.1,136.1,102.6,85.3,172.2,200,124.1,96.7,147.5,447.6,120.6,133.2,129.8,103.9,173.5,120.4,85.6,98.8,50.1,69,104.5,108.6,199.7,119.1,191.6,175.2,179.7,188.9,170.4,160.5,187.8,110.1,196.7,122.7,145.7,81.1,96.9,111.3
"WACKER CHEMIE",2017,"EU","Germany","Chemicals",191,153.1,-16.5,3.1,4924.2,-8.9,13811,-19.7,328.2,-36.2,6.7,392.5,3.7,8,1028,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"WACKER CHEMIE",2018,"EU","Germany","Chemicals",180,164.6,7.51143043762248,3.30601751426046,4978.8,1.10880955282078,14542,5.29288248497575,408.8,24.558196221816,8.21081385072708,268.5,-31.5923566878981,5.39286575078332,1028,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"WACKER CHEMIE",2019,"EU","Germany","Chemicals",181,173.3,5.28554070473877,3.51692507508726,4927.6,-1.02836024744918,14658,0.797689451244676,415.1,1.54109589041096,8.42397921909246,-571.9,-312.998137802607,-11.6060556863382,1028,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"COMMERZBANK",2017,"EU","Germany","Banks",69,491,43.1,5.3,9254,-3.3,49417,-1,206,5.6,2.2,495,-23,5.3,1,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"COMMERZBANK",2018,"EU","Germany","Banks",88,376,-23.4215885947047,4.2380522993688,8872,-2.02098288238542,49410,-0.0141651658336239,277,34.4660194174757,3.12218214607755,1246,266.470588235294,14.0441839495041,1,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"COMMERZBANK",2019,"EU","Germany","Banks",160,223,-40.6914893617021,2.44624835454147,9116,2.7502254283138,48512,-0.0926745886277947,360,29.9638989169675,3.94910048266784,1129,-9.17135961383749,12.3848179025889,1,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"AGFA-GEVAERT",2017,"EU","Belgium","Electronic & Electrical Equipment",197,144,2.1,5.9,2443,-3.7,9840,-2,43,7.5,1.8,146,-12.6,6,141,"Strong",120.9,100,156.9,93.9,191.9,135,258.1,99.5,96.7,116.6,151.1,124.8,135.5,154.2,127.3,256.4,274,144.1,94.8,96.9,61,134.9,151.7,75.9,95,55.8,139,99.8,66.8,169.4,80,117.4,172.6,116.6,177.7,134.2,107.4,153.7,140.4,211.6,84.3,143.5,77.4,99.3,118.2
"AGFA-GEVAERT",2018,"EU","Belgium","Electronic & Electrical Equipment",209,141,-2.08333333333334,6.27503337783712,2247,-8.02292263610315,9662,-1.80894308943089,38,-11.6279069767442,1.69114374721851,64,-56.1643835616438,2.84824210057855,141,"Strong",122.5,100,156.9,93.9,196.7,138.2,270.1,99.5,106.6,118.4,156.2,127.1,135.5,154.2,127.3,256.4,272.1,144.1,93.3,98.6,58.2,134.9,151.7,74.2,96.7,55.8,147.3,99.2,72,169.4,80,117.4,182.2,116.6,183.4,134.2,108.3,158.4,140.4,211.2,83.2,143.5,77.3,102.6,124.1
"AGFA-GEVAERT",2019,"EU","Belgium","Electronic & Electrical Equipment",209,147,4.25531914893618,6.48434053815615,2267,0.8900756564308,9247,-4.29517698199131,35,-7.89473684210527,1.54389060432289,98,53.125,4.3228936921041,141,"Strong",120.1,76.8,156.9,93.9,210.3,129.8,121.6,99.5,108.2,120.4,155,137.6,135.5,154.2,127.3,256.4,296,144.1,91.6,101.4,56.8,134.9,151.7,72.8,97.8,55.8,151.4,99.7,77.4,169.4,80,117.4,188.5,107,145.9,134.2,111.9,161.4,140.4,215.9,82.7,143.5,77.1,105.6,125.1
"KERRY",2017,"EU","Ireland","Food Producers",112,268.7,3.1,4.2,6407.9,4.5,23969,4.1,301.3,48.6,4.7,704.4,2.2,11,388,"Strong",122.2,111.6,221,128.5,170.9,117.2,151.5,158.9,34.4,122.5,230,60.9,158.1,119.5,137.2,128,248.3,NA,80.7,94.8,35.8,207.2,142.5,82.8,133.3,187.3,97.8,107.9,50,106.8,74.8,139.5,162.4,151.2,137.6,133,90.3,160.2,128.7,146.4,69.7,173.3,126.7,87.6,117
"KERRY",2018,"EU","Ireland","Food Producers",114,286,6.43840714551545,4.32834917367879,6607.6,3.11646561275927,25255,5.36526346530937,296.1,-1.72585462993694,4.48120346267934,758,7.60931289040319,11.4716387190508,388,"Strong",123.6,111.6,221,128.5,176.2,124.1,161.5,158.9,34.4,123.6,205.8,60.9,158.1,119.5,137.2,128,253.5,NA,79.7,88.6,26.8,207.2,142.5,88.9,136.2,187.3,142.3,117.4,45.9,106.8,74.8,139.5,161.8,151.2,144.8,133,90.3,160,128.7,147.8,64.8,173.3,130.1,101.6,110.5
"KERRY",2019,"EU","Ireland","Food Producers",118,307.9,7.65734265734266,4.25199895046469,7241.3,9.59047157818269,26090,3.30627598495348,258.9,-12.5633232016211,3.57532487260575,730,-3.69393139841688,10.0810627925925,388,"Strong",122.9,100,221,128.5,193.1,122.1,174.6,158.9,32.8,134.5,192.5,66.9,158.1,119.5,137.2,128,269.8,NA,69.4,87.2,29.5,207.2,142.5,88.8,135,187.3,130.5,117,42,106.8,74.8,139.5,160.5,146.3,150.8,133,92.4,159.2,128.7,152.9,60.9,173.3,129.7,97.2,109.8
"NOVOZYMES",2017,"EU","Denmark","Pharmaceuticals & Biotechnology",128,235.2,-0.7,12.1,1951.8,2.8,5973,-2.9,214,48,11,543.6,2.6,27.9,1498,"Leader",135.1,157.9,146.1,218.2,303.3,150,193.6,148.6,159,82.4,39.7,142.9,145.2,98.3,95.8,143.6,551,282.4,128.2,119.2,169.9,126.5,99.8,73.9,103.4,50.6,71.9,123.3,188.7,194.5,54,93.8,154.8,169.7,194.8,171.4,97.5,149.8,97.1,285.5,139.4,112.5,78.1,130.7,101.3
"NOVOZYMES",2018,"EU","Denmark","Pharmaceuticals & Biotechnology",146,217.958703,-7.08166771954274,11.306462778812,1927.735555,-0.970339262404496,6427,7.60087058429599,178.439455,-16.3841808677359,9.25642806852727,545.231668,0.568322258468945,28.283530206507,1498,"Leader",134.9,157.9,146.1,218.2,315.5,146.4,204.1,148.6,155.7,82.9,48.3,148.1,145.2,98.3,95.8,143.6,549.7,282.4,125.4,125.6,172.8,126.5,99.8,72.7,96.9,50.6,71.2,123.3,177.9,194.5,54,93.8,149,169.7,198.2,171.4,99.5,147.1,97.1,285.5,140.7,112.5,75.4,127.2,102.5
"NOVOZYMES",2019,"EU","Denmark","Pharmaceuticals & Biotechnology",155,230.809075,6.39213280841051,12.042576868372,1916.608692,-0.111188313947619,6125,-4.69892640423215,114.937852,-35.2852854890283,5.9969388889738,538.554508,-0.761670788654456,28.0993460088096,1498,"Leader",134.6,146.3,146.1,218.2,338.7,152.2,213.4,148.6,154.1,89,43,136.8,145.2,98.3,95.8,143.6,589,282.4,127.2,131.5,163.4,126.5,99.8,74.4,98,50.6,71.4,124.4,167.6,194.5,54,93.8,136.9,164.8,208.8,171.4,95.5,141.2,97.1,293.5,139.9,112.5,76.6,124.6,102.3
"FREUDENBERG",2017,"EU","Germany","General Industrials",88,355.8,24.1,4.5,7915.4,23.1,41517,19.2,383.7,31.8,4.8,1185.5,130.4,15,980,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"FREUDENBERG",2018,"EU","Germany","General Industrials",118,281.3,-20.9387296233839,2.97501956553927,9455.4,1.04513977943061,49137,1.89536113472824,NA,NA,NA,NA,NA,NA,980,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"FREUDENBERG",2019,"EU","Germany","General Industrials",107,326.4,16.0327052968361,3.44747459811149,9467.8,0.131141992935246,48851,-0.582046115961499,418.9,14.8300438596491,4.42447030989248,820,1.66129432184479,8.66093495849089,980,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"AMDOCS",2017,"EU","UK","Software & Computer Services",147,216,2.7,6.7,3224.5,4,24670,-3.5,111.2,2.5,3.4,431.4,7.1,13.4,25,"Leader",126.4,158.9,134.1,136.7,156.7,143,262.2,NA,67.2,126.7,207.7,78.9,125.8,132.8,98.1,328.6,210.3,250,94.3,100.5,66.4,145.8,141.4,93.3,112.5,162.9,197.4,85.2,101,39.1,89.5,83.7,140.1,145.2,175.1,39,83.9,132.9,115,270.7,86.7,143.3,117.5,117.8,125.3
"AMDOCS",2018,"EU","UK","Software & Computer Services",135,241.585029,6.76117416180235,6.95915327742632,3471.471591,2.78452761762398,24381,-1.17146331576814,201.874132,73.283255980929,5.81523214890685,374.067058,-17.2086450382719,10.77546072881,25,"Leader",127.7,162.8,134.7,135.7,165.6,146.8,263.5,NA,63.9,139.7,207.7,80.5,122.6,132.8,98.1,328.6,222.1,250,92.2,98.4,66.3,145.8,141.4,89.4,113.2,162.9,218.4,87.1,97.6,39.1,89.5,83.7,148.4,146.7,179.3,39,84.5,135.3,115,272.8,85.4,143.3,116.2,122.6,128.2
